Loại hình nhà ở,Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
Chung cư,52 m²,,28 triệu/m²,,2 phòng,2 phòng,,Cơ bản,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Thủ Thiêm Green House, Đường Võ Chí Công, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,"87,04 m²",,"19,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Không nội thất,,,,27/10/2023,06/11/2023,Tin thường,"Dự án The Crest Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,135 m²,,16 tỷ,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,Bắc,,31/10/2023,10/11/2023,Tin thường,"Dự án The Nassim, Đường 11, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,80 m²,,"3,2 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,02/11/2023,12/11/2023,Tin thường,"The Krista, 537, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,125 m²,,13 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,109 m²,,"8,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp.,,Đông - Nam,,02/11/2023,12/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,125 m²,,"12,5 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,105 m²,,"4,3 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,,Đông - Nam,,02/11/2023,12/11/2023,Tin thường,"Dự án C3 PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,51 m²,,"2,5 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,,Đông - Nam,,02/11/2023,12/11/2023,Tin thường,"Dự án C3 PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,79 m²,,"3,15 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Tây - Bắc,,,22/10/2023,06/11/2023,Tin thường,"Dự án The Krista, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,"55,81 m²",,"2,6 tỷ",,1 phòng,1 phòng,,,,,,02/11/2023,12/11/2023,Tin thường,"Dự án The Krista, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,103 m²,,"8,2 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Bắc,,26/10/2023,05/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,164 m²,,31 tỷ,,3 phòng,4 phòng,,,,,,02/11/2023,12/11/2023,Tin thường,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
Chung cư,51 m²,,3 tỷ,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc,Nam,,24/10/2023,03/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,80 m²,,"3,2 tỷ",,2 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Krista, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,"72,7 m²",,"6,18 tỷ",,2 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án One Verandah Mapletree, Đường Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,110 m²,,14 tỷ,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Đông - Nam,Tây - Bắc,,26/10/2023,10/11/2023,Tin thường,"Dự án Sarica Condominium, Đường Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
Chung cư,91 m²,,"3,3 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,"468,9 m²",,85 tỷ,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,26/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,51 m²,,"2,55 tỷ",,1 phòng,1 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,101 m²,,"6,8 tỷ",,2 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,112 m²,,13 tỷ,,3 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Sarimi Sala, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
Chung cư,88 m²,,9 tỷ,,2 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Sarimi Sala, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
Chung cư,62 m²,,"2,75 tỷ",,3 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,01/12/2023,Tin thường,"Dự án An Lộc - An Phúc, Đường Nguyễn Hoàng, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,113 m²,,"9,5 tỷ",,3 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Sadora Apartment, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
Chung cư,102 m²,,5 tỷ,,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,118 m²,,"9,5 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,123 m²,,"12,2 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Bắc,,26/10/2023,05/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh."
Chung cư,70 m²,,"4,25 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,73 m²,,3 tỷ,,2 phòng,2 phòng,,Nội thất đầy đủ,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Lexington Residence, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,101 m²,,"3,8 tỷ",,3 phòng,2 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Lexington Residence, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,98 m²,,"4,3 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Cantavil An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,292 m²,,"79,5 tỷ",,3 phòng,4 phòng,Đang chờ sổ,Không nội thất,Tây - Nam,Đông - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,"69,17 m²",,"3,6 tỷ",,2 phòng,2 phòng,HDĐC,Cơ bản,Đông - Nam,Tây - Bắc,,27/10/2023,11/11/2023,Tin thường,"Dự án Victoria Village, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,89 m²,,"5,85 tỷ",,3 phòng,2 phòng,Đang chờ sổ,Không nội thất,Đông - Bắc,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Victoria Village, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,74 m²,,"5,8 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Paris Hoàng Kim, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh"
Chung cư,45 m²,,59 triệu/m²,,1 phòng,1 phòng,Hợp đồng mua bán,"Hoàn thiện cơ bản, full bếp, Full WC",,Tây - Nam,,01/11/2023,16/11/2023,Tin thường,"Dự án Salto Residence , Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh"
Chung cư,73 m²,,"3,7 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,25/10/2023,04/11/2023,Tin thường,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,59 m²,,"1,62 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,Đông - Nam,,01/11/2023,16/11/2023,Tin thường,"Dự án Citi Home, Phường Cát Lái, Quận 2, Hồ Chí Minh."
Chung cư,71 m²,,"5,8 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Đầy đủ,Nam,Tây,,01/11/2023,11/11/2023,Tin thường,"Dự án Paris Hoàng Kim, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh."
Chung cư,286 m²,,85 tỷ,,3 phòng,3 phòng,Hợp đồng mua bán,Đầy đủ,,,,01/11/2023,16/11/2023,Tin thường,"Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,101 m²,,5 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh."
Chung cư,81 m²,,"2,85 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Nam,Bắc,,01/11/2023,11/11/2023,Tin thường,"Homyland Riverside, 403, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,61 m²,,"3,5 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cao cấp đầy đủ,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,204 m²,,16 tỷ,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cao cấp đầy đủ,Đông - Bắc,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,98 m²,,6 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,80 m²,,"4,5 tỷ",,2 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án One Verandah Mapletree, Đường Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,61 m²,,"2,75 tỷ",,2 phòng,2 phòng,Đã có sổ Hồng,Full nội Thất,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Thủ Thiêm Sky, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,98 m²,,"6,4 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cao cấp đầy đủ,Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,"72,9 m²",,"3,2 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Chung cư Bộ Công An, Đường 3, Phường Bình An, Quận 2, Hồ Chí Minh."
Chung cư,64 m²,,"2,6 tỷ",,2 phòng,2 phòng,Có sổ Hồng,Đủ nt,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Thủ Thiêm Sky, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,170 m²,,38 tỷ,,4 phòng,3 phòng,,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án The Metropole, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,95 m²,,"4,8 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán.,Đầy đủ,,,,01/11/2023,16/11/2023,Tin thường,"De Capella, 116, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh"
Chung cư,57 m²,,"4,15 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Bắc,,01/11/2023,16/11/2023,Tin thường,"Dự án Paris Hoàng Kim, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh"
Chung cư,"97,17 m²",,"13,52 tỷ",,2 phòng,2 phòng,,Cơ bản,Tây - Bắc,Đông - Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Zeit River Thủ Thiêm, Đường Trần Bạch Đằng, Phường An Khánh, Quận 2, Hồ Chí Minh."
Chung cư,88 m²,,"4,95 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Victoria Village, Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,117 m²,,"10,5 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Nam,Tây - Bắc,,25/10/2023,04/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,563 m²,,99 tỷ,,4 phòng,6 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Bắc,Đông - Nam,,25/10/2023,04/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,95 m²,,"5,1 tỷ",,2 phòng,2 phòng,,Nội thất cao cấp.,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Imperia An Phú, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,131 m²,,6 tỷ,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Đông - Nam,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Imperia An Phú, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,414 m²,,49 tỷ,,5 phòng,4 phòng,,Full nội thất.,Nam,Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,119 m²,,"12,6 tỷ",,3 phòng,2 phòng,,Cơ bản,Đông - Nam,Đông - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,118 m²,,"12,5 tỷ",,3 phòng,2 phòng,,Full,Đông - Nam,Đông - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,118 m²,,"10,4 tỷ",,3 phòng,2 phòng,,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,115 m²,,6 tỷ,,3 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Imperia An Phú, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,103 m²,,"7,6 tỷ",,2 phòng,2 phòng,,Full.,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,107 m²,,"8,5 tỷ",,3 phòng,2 phòng,,Cơ bản,Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,103 m²,,"7,2 tỷ",,2 phòng,2 phòng,,Full NT.,Tây - Bắc,Đông - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Feliz En Vista, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,320 m²,,48 tỷ,,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,,Đông - Nam,,26/10/2023,05/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,212 m²,,"17,1 tỷ",,4 phòng,3 phòng,,Full,Đông - Bắc,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,204 m²,,"15,6 tỷ",,4 phòng,3 phòng,,Full,Đông - Bắc,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,135 m²,,"15,5 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Sala Đại Quang Minh, Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
Chung cư,204 m²,,"16,5 tỷ",,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full.,Đông - Bắc,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh."
Chung cư,59 m²,,"1,78 tỷ",,2 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Citi Soho, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh"
Chung cư,68 m²,,"2,5 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,108 m²,,"6,2 tỷ",,2 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,80 m²,,"3,1 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Krista, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,55 m²,,"2,75 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Kris Vue, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,88 m²,,"3,5 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,200 m²,,43 tỷ,,4 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Zeit River Thủ Thiêm , Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,78 m²,,"3,16 tỷ",,2 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"The Krista, 537, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
Chung cư,65 m²,,"1,93 tỷ",,2 phòng,2 phòng,,Không nội thất,Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"The CBD Premium Home, Số 125, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,120 m²,,"3,15 tỷ",,3 phòng,2 phòng,,Nhà trống,Đông - Bắc,Tây - Nam,,01/11/2023,11/11/2023,Tin thường,"Dự án The CBD Premium Home, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
Chung cư,60 m²,,"3,7 tỷ",,1 phòng,1 phòng,Đã có sổ.,Full nội thất.,Đông - Nam,Tây - Bắc,,01/11/2023,11/11/2023,Tin thường,"Dự án Vista Verde, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh."
Chung cư,55 m²,,"1,9 tỷ",,1 phòng,1 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"La Astoria, 383, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,130 m²,,"12,3 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ nội thất.,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,142 m²,,"7,7 tỷ",,4 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,180 m²,,54 tỷ,,4 phòng,3 phòng,Hợp đồng mua bán,"Bàn giao hoàn thiên cao cấp 80% gồm tủ lạnh âm, máy xấy",,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Metropole, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,142 m²,,"7,8 tỷ",,3 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,139 m²,,"6,5 tỷ",,3 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Vista An Phú, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,98 m²,,"7,5 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
Chung cư,135 m²,,21 tỷ,,3 phòng,,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Zeit River Thủ Thiêm, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,60 m²,,"2,1 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Nam,Nam,,28/10/2023,12/11/2023,Tin thường,"Dự án Homyland 2, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,60 m²,,"1,75 tỷ",,2 phòng,2 phòng,Đã có sổ hồng,Đầy Đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Citi Esto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh"
Chung cư,"90,6 m²",,"2,75 tỷ",,2 phòng,2 phòng,Đã có sổ sử dụng lâu năm,Full nội thất,Đông - Bắc,,,01/11/2023,11/11/2023,Tin thường,"Dự án Homyland, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,75 m²,,"3,8 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,18/10/2023,17/11/2023,Tin thường,"Dự án The Sun Avenue, 28 Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,35 m²,,"1,8 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh."
Chung cư,49 m²,,"2,65 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Không nội thất,,,,31/10/2023,10/11/2023,Tin thường,"Dự án D’Lusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh"
Chung cư,52 m²,,"2,65 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,01/11/2023,11/11/2023,Tin thường,"Dự án Kris Vue, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Chung cư,140 m²,,"18,9 tỷ",,3 phòng,2 phòng,,,,,,01/11/2023,11/11/2023,Tin thường,"Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh"
Chung cư,160 m²,,23 tỷ,,3 phòng,3 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Sarica Condominium, Đường Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
