Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
"Nhà ngõ, hẻm",93,,,,3,5,4,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đình Nghi Xuân,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,6.5
"Nhà ngõ, hẻm",49,,,,,2,,,,,,,10/11/2023,,,,Đường Tân Hải,Phường 13,Tân Bình,TP Hồ Chí Minh,6.2
"Nhà ngõ, hẻm",68,,,,1,2,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hồ Văn Long,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,3.9
Nhà mặt phố,89,,,,4,6,6,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Đường Số 9,Phường An Khánh,TP Thủ Đức,TP Hồ Chí Minh,13.9
"Nhà ngõ, hẻm",72,,,,3,4,4,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Thị Nhuần,Phường An Phú Đông,Quận 12,TP Hồ Chí Minh,4.7
"Nhà ngõ, hẻm",84,,,,,5,,,,,,,10/11/2023,,,,Lê Văn Sỹ,Phường 12,Quận 3,TP Hồ Chí Minh,12.999
Nhà mặt phố,56,,,,2,3,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường 12 Tam Đa,Phường Trường Thạnh,TP Thủ Đức,TP Hồ Chí Minh,3.2
"Nhà ngõ, hẻm",62,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hoàng Hoa Thám,Phường 7,Bình Thạnh,TP Hồ Chí Minh,7.3
"Nhà ngõ, hẻm",55,,,,,4,,,,,,,10/11/2023,,,,Đường Thích Quảng Đức,Phường 5,Phú Nhuận,TP Hồ Chí Minh,8
"Nhà ngõ, hẻm",55,,,,,4,,,,,,,10/11/2023,,,,Nguyễn Đình Chính,Phường 15,Phú Nhuận,TP Hồ Chí Minh,6.29
"Nhà ngõ, hẻm",96,,,,4,5,5,Đã có sổ,,Tây,,,10/11/2023,,,,Phạm Văn Chiêu,Phường 14,Gò Vấp,TP Hồ Chí Minh,8.8
"Nhà ngõ, hẻm",55,,,,,5,,,,,,,10/11/2023,,,,Đường Huỳnh Văn Bánh,Phường 13,Phú Nhuận,TP Hồ Chí Minh,7.49
Nhà mặt phố,100,4,25,,,5,5,,,,,,10/11/2023,,,,D11,Phường Tây Thạnh,Tân Phú,TP Hồ Chí Minh,8.5
Nhà phố liền kề,85,,,,3,6,6,Đã có sổ,,Đông Bắc,,,10/11/2023,,,,Pham Van Chieu,Phường 16,Gò Vấp,TP Hồ Chí Minh,8.5
Nhà biệt thự,273,13,,,3,5,5,Đã có sổ,,,,,10/11/2023,,,,Thị Trấn Hóc Môn,Thị trấn Hóc Môn,Hóc Môn,TP Hồ Chí Minh,9.999999999
"Nhà ngõ, hẻm",52,,,,,3,,Đã có sổ,,,,,10/11/2023,,,,Phạm Thế Hiển,Phường 5,Quận 8,TP Hồ Chí Minh,6.7
Nhà mặt phố,50,,,,,2,,,,,,,10/11/2023,,,,Đường số 17,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,5.3
"Nhà ngõ, hẻm",44.4,4.4,,,2,3,3,Đã có sổ,,,,,10/11/2023,,,,Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,2.15
"Nhà ngõ, hẻm",75,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Thái Sơn,Phường 7,Gò Vấp,TP Hồ Chí Minh,2.45
"Nhà ngõ, hẻm",52,,,,2,2,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Thạnh Xuân 35,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,3.48
"Nhà ngõ, hẻm",30,,,,2,2,1,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đường Trần Khắc Chân,Phường Tân Định,Quận 1,TP Hồ Chí Minh,3
"Nhà ngõ, hẻm",50,,,,3,4,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Trần Hưng Đạo,Phường Tân Sơn Nhì,Tân Phú,TP Hồ Chí Minh,6.7
Nhà mặt phố,120,,,,,4,5,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Quốc lộ 13,Phường Hiệp Bình Phước,TP Thủ Đức,TP Hồ Chí Minh,10.6
"Nhà ngõ, hẻm",72,,,,3,3,3,Đã có sổ,Có nội thất,,,,11/13/2023,,,,Thoại Ngọc Hầu,Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,7.5
"Nhà ngõ, hẻm",60,,,,3,4,3,Đã có sổ,Có nội thất,,,,10/31/2023,,,,Đường Phan Anh,Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,8.2
"Nhà ngõ, hẻm",62,,,,,3,,,,,,,11/06/2023,,,,Đường Phạm Văn Bạch,Phường 15,Tân Bình,TP Hồ Chí Minh,3
"Nhà ngõ, hẻm",60,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/23/2023,,,,Đặng Lộ,Phường 7,Tân Bình,TP Hồ Chí Minh,5.9
"Nhà ngõ, hẻm",51,,,,4,5,,Đã có sổ,,,,,10/23/2023,,,,Đất Mới,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,5.3
"Nhà ngõ, hẻm",101,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/29/2023,,,,Nguyễn Hồng Đào,Phường 14,Tân Bình,TP Hồ Chí Minh,8.9
Nhà mặt phố,86,5,,,4,5,4,Đã có sổ,,,,,10/17/2023,,,,Nguyễn Công Hoan,Phường 7,Phú Nhuận,TP Hồ Chí Minh,12.499
"Nhà ngõ, hẻm",49.1,,,,3,3,3,Đã có sổ,Không có nội thất,,,,10/20/2023,,,,Tô Hiến Thành,Phường 15,Quận 10,TP Hồ Chí Minh,5.9
"Nhà ngõ, hẻm",40,,,,,2,2,Đã có sổ,,,,,11/16/2023,,,,Phú Châu,Phường Tam Bình,TP Thủ Đức,TP Hồ Chí Minh,2.4
"Nhà ngõ, hẻm",32,3.5,10,,,3,4,Đã có sổ,,,,,10/28/2023,,,,Đường Lê Văn Thọ,Phường 8,Gò Vấp,TP Hồ Chí Minh,3.5
"Nhà ngõ, hẻm",42,4,,,,4,,Đã có sổ,,,,,10/29/2023,,,,Đường Thống Nhất,Phường 16,Gò Vấp,TP Hồ Chí Minh,5
"Nhà ngõ, hẻm",79,,,,4,3,3,Đã có sổ,Có nội thất,,,,10/23/2023,,,,Đường Thoại Ngọc Hầu,Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,7.5
"Nhà ngõ, hẻm",71,4,18,,,3,2,Đã có sổ,,,,,10/28/2023,,,,Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,7.19
"Nhà ngõ, hẻm",52,,,,5,5,3,Đã có sổ,Có nội thất,,,,11/13/2023,,,,Đất mới,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,5.39
Nhà mặt phố,40,5,,,4,6,4,,,Tây Nam,,,10/18/2023,,,,Đường Phùng Văn Cung,Phường 5,Phú Nhuận,TP Hồ Chí Minh,11.3
"Nhà ngõ, hẻm",73,5,,,2,3,2,Đã có sổ,,,,,09/29/2023,,,,Cống Lở,Phường 15,Tân Bình,TP Hồ Chí Minh,5.1
"Nhà ngõ, hẻm",61,,,,2,2,2,Đã có sổ,Có nội thất,,,,09/23/2023,,,,Kênh Nước Đen,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,4.28
"Nhà ngõ, hẻm",67,,,,,4,,Đã có sổ,,,,,09/23/2023,,,,Nguyễn Sỹ Sách,Phường 15,Tân Bình,TP Hồ Chí Minh,5.5
Nhà mặt phố,108,,,,4,4,4,Đã có sổ,Có nội thất,,,,10/15/2023,,,,Phạm Văn Đồng,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,14
Nhà mặt phố,105,,,,4,6,6,Đã có sổ,Có nội thất,,,,09/29/2023,,,,Đường Nguyễn Xiển,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,7.8
"Nhà ngõ, hẻm",30,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/08/2023,,,,Đường số 2,Phường 3,Gò Vấp,TP Hồ Chí Minh,2.95
"Nhà ngõ, hẻm",30,3.2,,,,1,1,Giấy tờ khác,Bàn giao thô,,,,10/08/2023,,,,Đường Tam Đa,Phường Trường Thạnh,TP Thủ Đức,TP Hồ Chí Minh,0.95
Nhà mặt phố,86,,,,4,6,5,,,,,,10/08/2023,,,,Nguyễn Công Hoan,Phường 7,Phú Nhuận,TP Hồ Chí Minh,12.5
Nhà mặt phố,94,5,,,,2,1,Đã có sổ,Có nội thất,,,,10/08/2023,,,,Quốc Lộ 22,Xã Trung Lập Thượng,Củ Chi,TP Hồ Chí Minh,1
"Nhà ngõ, hẻm",58,,,,3,3,3,Đã có sổ,,Nam,,,10/08/2023,,,,Lâm Thị Hố,Phường Tân Chánh Hiệp,Quận 12,TP Hồ Chí Minh,4.8
"Nhà ngõ, hẻm",60,,,,3,3,2,Đã có sổ,Có nội thất,,,,10/08/2023,,,,Đường Nguyễn Thiện Thuật,Phường 3,Quận 3,TP Hồ Chí Minh,3.25
"Nhà ngõ, hẻm",46,4,11.5,,3,4,,,,,,,10/08/2023,,,,Đặng Minh Trứ,Phường 10,Tân Bình,TP Hồ Chí Minh,5.8
"Nhà ngõ, hẻm",48,3.8,12,,5,5,6,,,,,,10/08/2023,,,,Lạc Long Quân,Phường 10,Tân Bình,TP Hồ Chí Minh,7.7
"Nhà ngõ, hẻm",48,5.3,,,3,4,5,Đã có sổ,,,,,10/08/2023,,,,Trường Chinh,Phường 13,Tân Bình,TP Hồ Chí Minh,6.9
"Nhà ngõ, hẻm",31,3.1,10,,,2,2,,,,,,10/08/2023,,,,Huỳnh Văn Nghệ,Phường 15,Tân Bình,TP Hồ Chí Minh,3.35
"Nhà ngõ, hẻm",86,4,18,,,3,4,Đã có sổ,,,,,10/08/2023,,,,Bùi Thị Xuân,Phường 3,Tân Bình,TP Hồ Chí Minh,6.8
"Nhà ngõ, hẻm",55,12,6,,2,4,,,,,,,10/08/2023,,,,Đường Lý Chính Thắng,Phường 3,Quận 3,TP Hồ Chí Minh,10
Nhà mặt phố,51,,,,,3,4,,,,,,10/08/2023,,,,Đường Số 45,Phường Tân Quy,Quận 7,TP Hồ Chí Minh,9
"Nhà ngõ, hẻm",61.1,,,,3,5,5,Đã có sổ,Có nội thất,,,,10/08/2023,,,,Đường Hai Bà Trưng,Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,4.66
"Nhà ngõ, hẻm",38,3.5,,,1,5,1,Đã có sổ,,,,,10/08/2023,,,,Đường Sư Vạn Hạnh,Phường 9,Quận 10,TP Hồ Chí Minh,6
Nhà phố liền kề,60,4,,,,3,2,Đã có sổ,Không có nội thất,,,,10/08/2023,,,,Đường Đinh Đức Thiện,Xã Bình Chánh,Bình Chánh,TP Hồ Chí Minh,0.83
Nhà biệt thự,48,,,,1,3,3,Đã có sổ,Có nội thất,,,,10/08/2023,,,,Đường Đỗ Thị Lời,Phường 11,Quận 3,TP Hồ Chí Minh,3.4
"Nhà ngõ, hẻm",28,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/08/2023,,,,Đường Nhiêu Tứ,Phường 7,Phú Nhuận,TP Hồ Chí Minh,3.65
"Nhà ngõ, hẻm",36,,,,2,2,2,Đã có sổ,,Đông Nam,,,10/08/2023,,,,Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,3.4
"Nhà ngõ, hẻm",32,,,,4,4,4,Đã có sổ,,,,,10/08/2023,,,,Kinh Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,3.8
"Nhà ngõ, hẻm",21,,,,,2,,,,,,,10/08/2023,,,,Trần Huy Liệu,Phường 15,Phú Nhuận,TP Hồ Chí Minh,3.35
Nhà mặt phố,145.2,,,,1,2,2,Đã có sổ,,Tây,,,10/17/2023,,,,"150, Đường Bình Long",Phường Phú Thạnh,Tân Phú,TP Hồ Chí Minh,14.2
"Nhà ngõ, hẻm",180,6,,,,4,1,Giấy tờ khác,Có nội thất,,,,10/17/2023,,,,Lý Thường Kiệt,Thị trấn Hóc Môn,Hóc Môn,TP Hồ Chí Minh,2.5
"Nhà ngõ, hẻm",48,,,,3,3,2,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Sư Vạn Hạnh,Phường 10,Quận 10,TP Hồ Chí Minh,2.45
"Nhà ngõ, hẻm",62.8,,,,,3,,Đã có sổ,,,,,10/17/2023,,,,Đường Nguyễn Thái Học,Phường 1,Bình Thạnh,TP Hồ Chí Minh,3.59
"Nhà ngõ, hẻm",21,3,7,,1,1,2,,,,,,10/17/2023,,,,Đường số 24,Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,1.1
"Nhà ngõ, hẻm",72,4,18,,,2,,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Nguyễn Thị Búp,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,3.2
Nhà mặt phố,115,,,,4,6,6,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Phạm Thế Hiển,Phường 7,Quận 8,TP Hồ Chí Minh,9.9
"Nhà ngõ, hẻm",18,,,,,2,,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đỗ Thúc Tịnh,Phường 12,Gò Vấp,TP Hồ Chí Minh,2.38
"Nhà ngõ, hẻm",52,,,,3,2,2,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Xóm Chiếu,Phường 16,Quận 4,TP Hồ Chí Minh,3.75
"Nhà ngõ, hẻm",60,4,,,2,2,,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Tân Sơn Nhì,Phường Tân Sơn Nhì,Tân Phú,TP Hồ Chí Minh,4.3
"Nhà ngõ, hẻm",50,,,,3,3,2,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đỗ Thị Lời - Hẻm 436 Cách Mạng Tháng 8,Phường 11,Quận 3,TP Hồ Chí Minh,2.45
"Nhà ngõ, hẻm",21,,,,2,2,,Đã có sổ,,,,,10/17/2023,,,,Đường Nguyễn Khoái,Phường 2,Quận 4,TP Hồ Chí Minh,2.85
"Nhà ngõ, hẻm",58,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Hồ Biểu Chánh,Phường 11,Phú Nhuận,TP Hồ Chí Minh,3.2
Nhà phố liền kề,64,,,,4,4,3,Đã có sổ,,Bắc,,,10/17/2023,,,,Đường Phan Anh,Phường Hiệp Tân,Tân Phú,TP Hồ Chí Minh,6.4
"Nhà ngõ, hẻm",26,,,,3,2,3,Đã có sổ,,Tây Nam,,,10/17/2023,,,,Nguyễn Biểu,Phường 2,Quận 5,TP Hồ Chí Minh,4.9
"Nhà ngõ, hẻm",35,,,,3,4,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,quang trung,Phường 11,Gò Vấp,TP Hồ Chí Minh,4
Nhà mặt phố,77,,,,3,4,2,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Số 8,Phường Tăng Nhơn Phú B,TP Thủ Đức,TP Hồ Chí Minh,4.4
Nhà mặt phố,61,,,,2,3,2,Đã có sổ,Có nội thất,,,,10/17/2023,,,,đường quang trung,Phường Hiệp Phú,TP Thủ Đức,TP Hồ Chí Minh,3.45
"Nhà ngõ, hẻm",56,,,,1,3,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Lý Chính Thắng,Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,3.9
"Nhà ngõ, hẻm",55,,,,,5,,,,,,,10/17/2023,,,,Nguyễn Văn Nghi,Phường 7,Gò Vấp,TP Hồ Chí Minh,7.3
"Nhà ngõ, hẻm",35,,,,3,4,3,Đã có sổ,Không có nội thất,,,,10/17/2023,,,,Đường số 1,Phường 11,Gò Vấp,TP Hồ Chí Minh,4.35
"Nhà ngõ, hẻm",48,,,,4,3,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Kỳ Ðồng,Phường 9,Quận 3,TP Hồ Chí Minh,2.55
"Nhà ngõ, hẻm",120,,,,4,6,5,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Pasteur,Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,9.99
"Nhà ngõ, hẻm",84,,,,3,4,5,Đã có sổ,,Tây,,,10/17/2023,,,,Đường Số 8,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,5.15
Nhà mặt phố,35,,,,4,4,3,Đã có sổ,,Đông,,,10/17/2023,,,,Đường Lê Lợi,Phường Bến Nghé,Quận 1,TP Hồ Chí Minh,88
"Nhà ngõ, hẻm",60,4,15,,,2,2,,,,,,10/17/2023,,,,Đường Liên Ấp 6-2,Xã Vĩnh Lộc A,Bình Chánh,TP Hồ Chí Minh,1.55
"Nhà ngõ, hẻm",33,,,,,4,,,,,,,10/17/2023,,,,Bình Trị Đông,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,4.15
"Nhà ngõ, hẻm",60,5,12,,3,4,5,,,,,,10/17/2023,,,,Thống Nhất,Phường 15,Gò Vấp,TP Hồ Chí Minh,7.39
Nhà mặt phố,26,,,,4,4,4,Đã có sổ,Có nội thất,,,,10/17/2023,,,,CMT8,Phường 13,Quận 10,TP Hồ Chí Minh,10.7
"Nhà ngõ, hẻm",56,,,,4,4,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Huỳnh Tịnh Của,Phường Võ Thị Sáu,Quận 3,TP Hồ Chí Minh,2.65
Nhà phố liền kề,48,4,12,,,2,2,,,,,,10/17/2023,,,,Đường Tên Lửa,Phường Bình Trị Đông B,Bình Tân,TP Hồ Chí Minh,1.72
Nhà mặt phố,50,,,,1,2,2,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Hồ Học Lãm,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.9
Nhà mặt phố,92,,,,4,9,Nhiều hơn 6 phòng,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Nguyễn Quý Yêm,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,8.35
"Nhà ngõ, hẻm",80,,,,2,3,2,Đã có sổ,,Đông Nam,,,10/17/2023,,,,45 nguyễn văn đậu,Phường 6,Bình Thạnh,TP Hồ Chí Minh,6.5
"Nhà ngõ, hẻm",60,,,,,3,2,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Phạm Thế Hiển,Phường 7,Quận 8,TP Hồ Chí Minh,4.3
"Nhà ngõ, hẻm",26,,,,4,2,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Nguyễn Hiền,Phường 4,Quận 3,TP Hồ Chí Minh,5.5
Nhà mặt phố,84,,,,4,4,4,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Số 1A,Phường Bình Trị Đông B,Bình Tân,TP Hồ Chí Minh,11.5
Nhà mặt phố,45,,,,3,4,3,Đã có sổ,,Đông Nam,,,10/17/2023,,,,Đường Số 16,Phường 4,Quận 4,TP Hồ Chí Minh,13
"Nhà ngõ, hẻm",48,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Chu Văn An,Phường 13,Bình Thạnh,TP Hồ Chí Minh,2.39
"Nhà ngõ, hẻm",71,,,,,3,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,7.19
"Nhà ngõ, hẻm",60.1,4.5,,,3,5,5,,,Đông,,,10/17/2023,,,,Đường Tân Hòa Đông,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,5.1
"Nhà ngõ, hẻm",47,,,,4,4,4,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Đường Võ Văn Tần,Phường 5,Quận 3,TP Hồ Chí Minh,3.75
"Nhà ngõ, hẻm",44,,,,3,4,3,Đã có sổ,,Đông Bắc,,,10/17/2023,,,,Hẻm 6 Đường Phạm Văn Chiêu,Phường 8,Gò Vấp,TP Hồ Chí Minh,6.68
Nhà mặt phố,38,3.8,10,,,3,,,,,,,10/17/2023,,,,Nguyễn Văn Công,Phường 3,Gò Vấp,TP Hồ Chí Minh,2.66
"Nhà ngõ, hẻm",40,,,,4,4,3,Đã có sổ,Có nội thất,,,,10/17/2023,,,,Phan Văn Hân,Phường 17,Bình Thạnh,TP Hồ Chí Minh,3.15
"Nhà ngõ, hẻm",69,4,,,,4,3,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Đào Duy Anh,Phường 9,Phú Nhuận,TP Hồ Chí Minh,3.8
"Nhà ngõ, hẻm",65,,,,2,2,3,Đã có sổ,Không có nội thất,,,,09/24/2023,,,,Quang Trung,Phường 10,Gò Vấp,TP Hồ Chí Minh,6.555555555
Nhà mặt phố,80,,,,2,4,3,Đã có sổ,,Tây,,,09/24/2023,,,,Trường Lưu,Phường Long Trường,TP Thủ Đức,TP Hồ Chí Minh,8.3
Nhà mặt phố,70,,,,,6,,,,,,,09/24/2023,,,,QUỐC LỘ 1A,Xã Bình Chánh,Bình Chánh,TP Hồ Chí Minh,1.05
Nhà mặt phố,106.7,,,,1,2,2,Đã có sổ,Bàn giao thô,,,,09/24/2023,,,,Đường Xóm Chiếu,Phường 13,Quận 4,TP Hồ Chí Minh,7.5
"Nhà ngõ, hẻm",45,,,,2,2,2,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Đặng Văn Bi,Phường Trường Thọ,TP Thủ Đức,TP Hồ Chí Minh,3.59
Nhà mặt phố,55,,,,,3,2,Đã có sổ,,,,,09/24/2023,,,,Văn Thân,Phường 8,Quận 6,TP Hồ Chí Minh,1.2
"Nhà ngõ, hẻm",36,4,,,,2,2,Đã có sổ,,Đông Nam,,,09/24/2023,,,,Đường Số 339,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,3.6
"Nhà ngõ, hẻm",36,,,,3,2,2,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Đường Lãnh Binh Thăng,Phường 12,Quận 11,TP Hồ Chí Minh,1.95
"Nhà ngõ, hẻm",45,,,,5,5,4,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Nguyễn Đình Chính,Phường 8,Phú Nhuận,TP Hồ Chí Minh,3.6
"Nhà ngõ, hẻm",37,,,,2,2,1,Đã có sổ,,Đông,,,09/24/2023,,,,Hẻm 69 Lê Lợi,Phường 4,Gò Vấp,TP Hồ Chí Minh,2.2
"Nhà ngõ, hẻm",16,,,,2,3,3,,,Tây Nam,,,09/24/2023,,,,Hiệp Thành 13,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,0.77
"Nhà ngõ, hẻm",100,,,,1,2,2,Đã có sổ,Không có nội thất,,,,09/24/2023,,,,Đường Đinh Đức Thiện,Xã Bình Chánh,Bình Chánh,TP Hồ Chí Minh,1.25
"Nhà ngõ, hẻm",50.2,3.6,14,,,2,,Đã có sổ,Không có nội thất,,,,09/24/2023,,,,Nguyễn Thị Tần,Phường 1,Quận 8,TP Hồ Chí Minh,4.55
"Nhà ngõ, hẻm",45,,,,1,2,2,Đã có sổ,,Tây,,,09/24/2023,,,,Hẻm 2117/66 Phạm Thế Hiển,Phường 6,Quận 8,TP Hồ Chí Minh,1.15
"Nhà ngõ, hẻm",71,4,18,,,1,,Đã có sổ,,,,,09/24/2023,,,,Độc Lập,Phường Tân Quý,Tân Phú,TP Hồ Chí Minh,6.1
"Nhà ngõ, hẻm",50,6.5,,,,2,2,,,,,,09/24/2023,,,,Lê Văn Sỹ,Phường 12,Quận 3,TP Hồ Chí Minh,4.6
"Nhà ngõ, hẻm",50.8,,,,2,3,,Đã có sổ,,,,,09/24/2023,,,,Hồ Biểu Chánh,Phường 11,Phú Nhuận,TP Hồ Chí Minh,2.69
"Nhà ngõ, hẻm",44,,,,4,3,4,Đã có sổ,Không có nội thất,,,,09/24/2023,,,,Đường Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,5.87
"Nhà ngõ, hẻm",49,,,,,2,,Đã có sổ,,,,,09/24/2023,,,,Hương Lộ 2,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,4.99
"Nhà ngõ, hẻm",80,,,,5,6,4,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Cách Mạng Tháng Tám,Phường 10,Quận 3,TP Hồ Chí Minh,4.65
"Nhà ngõ, hẻm",56,4,14,,,3,2,,,,,,09/24/2023,,,,Lê Thị Ngay,Xã Vĩnh Lộc A,Bình Chánh,TP Hồ Chí Minh,1.85
"Nhà ngõ, hẻm",60,,,,2,2,2,Đã có sổ,,Nam,,,09/24/2023,,,,Hưng Lộ 2,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,1.15
"Nhà ngõ, hẻm",52,,,,2,2,2,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Tân Chánh Hiệp 03,Phường Tân Chánh Hiệp,Quận 12,TP Hồ Chí Minh,3.75
"Nhà ngõ, hẻm",109,5.6,19.4,,2,4,,,,,,,09/24/2023,,,,Thạnh Xuân 24,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,4.2
"Nhà ngõ, hẻm",85,,,,,4,,,,,,,09/24/2023,,,,Đường Số 18,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,6.1
"Nhà ngõ, hẻm",31.6,,,,3,2,2,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Đường Nguyễn Tiểu La,Phường 5,Quận 10,TP Hồ Chí Minh,2.1
"Nhà ngõ, hẻm",49.6,4.5,,,3,3,3,Đã có sổ,,,,,09/24/2023,,,,Đường Lê Văn Sỹ,Phường 12,Quận 3,TP Hồ Chí Minh,2.45
Nhà mặt phố,63,,,,1,3,3,Đã có sổ,Không có nội thất,,,,09/24/2023,,,,Đường Nguyễn Cửu Phú,Phường Tân Tạo A,Bình Tân,TP Hồ Chí Minh,1.62
"Nhà ngõ, hẻm",20,,,,4,3,3,Đã có sổ,Có nội thất,,,,09/24/2023,,,,trần đình xu,Phường Nguyễn Cư Trinh,Quận 1,TP Hồ Chí Minh,4.65
Nhà mặt phố,55,,,,1,2,2,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Trương Phước Phan,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,1.95
"Nhà ngõ, hẻm",42,3.3,15,,,6,6,Đã có sổ,,,,,09/24/2023,,,,Nguyễn Tư Giản,Phường 12,Gò Vấp,TP Hồ Chí Minh,5.1
"Nhà ngõ, hẻm",30.3,,,,,2,,,,,,,09/24/2023,,,,Hẻm 188 Đường Trần Bình Trọng,Phường 3,Quận 5,TP Hồ Chí Minh,4.9
"Nhà ngõ, hẻm",52,4,,,,3,2,Đã có sổ,Có nội thất,,,,09/24/2023,,,,Đường Vườn Chuối,Phường 4,Quận 3,TP Hồ Chí Minh,3.2
Nhà biệt thự,42,,,,4,3,3,Đã có sổ,,Tây,,,09/24/2023,,,,Bình Thành,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,2.2
"Nhà ngõ, hẻm",50.8,,,,,3,,Đã có sổ,,,,,09/24/2023,,,,Đường Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,2.45
